  130.534387 cm^{-1} ... 1 
  105.975930 cm^{-1} ... 1 
   60.106047 cm^{-1} ... 1 
   24.478699 cm^{-1} ... 1 
    7.339738 cm^{-1} ... 0 
   10.898911 cm^{-1} ... 0 
   43.496980 cm^{-1} ... 0 
   51.901541 cm^{-1} ... 0 
   56.247624 cm^{-1} ... 0 
   62.268293 cm^{-1} ... 0 
   69.931734 cm^{-1} ... 0 
   80.938824 cm^{-1} ... 0 
   90.233563 cm^{-1} ... 0 
  101.810917 cm^{-1} ... 0 
  120.832653 cm^{-1} ... 0 
  128.619975 cm^{-1} ... 0 
  132.977185 cm^{-1} ... 0 
  136.700055 cm^{-1} ... 0 
  143.505420 cm^{-1} ... 0 
  149.867620 cm^{-1} ... 0 
  155.078105 cm^{-1} ... 0 
  165.830657 cm^{-1} ... 0 
  169.716119 cm^{-1} ... 0 
  176.846815 cm^{-1} ... 0 
  181.511930 cm^{-1} ... 0 
  194.640150 cm^{-1} ... 0 
  202.258331 cm^{-1} ... 0 
  213.270587 cm^{-1} ... 0 
  233.956871 cm^{-1} ... 0 
  260.815448 cm^{-1} ... 0 
  282.959850 cm^{-1} ... 0 
  293.428358 cm^{-1} ... 0 
  302.380646 cm^{-1} ... 0 
  307.497671 cm^{-1} ... 0 
  331.126974 cm^{-1} ... 0 
  346.981429 cm^{-1} ... 0 
  359.425127 cm^{-1} ... 0 
  392.142507 cm^{-1} ... 0 
  395.360143 cm^{-1} ... 0 
  403.484551 cm^{-1} ... 0 
  416.310907 cm^{-1} ... 0 
  420.490330 cm^{-1} ... 0 
  444.064212 cm^{-1} ... 0 
  445.419134 cm^{-1} ... 0 
  459.736670 cm^{-1} ... 0 
  471.612778 cm^{-1} ... 0 
  520.574398 cm^{-1} ... 0 
  538.208640 cm^{-1} ... 0 
  547.709433 cm^{-1} ... 0 
  585.145740 cm^{-1} ... 0 
  620.782374 cm^{-1} ... 0 
