     -0.00053146      0.04494833      0.24687294     -0.07826259      0.02152457     -0.19192952      0.19765399      0.10985813     -0.01555237      0.17555750      0.10022008     -0.01497031     -0.13024156      0.02182999      0.10386222     -0.18032371     -0.02908031      0.14959517      0.00337038     -0.10212212      0.19661770     -0.14254481     -0.42071552      0.12639610      0.04387991     -0.20760247      0.00003288      0.16857770     -0.03178156      0.00240835     -0.06408051      0.10189051     -0.02331949      0.21862617     -0.01709465     -0.21908422     -0.03499803     -0.24212762     -0.13355868      0.00718204     -0.24518468     -0.05693234      0.00750873      0.23814647     -0.08393617      0.24410673      0.01509887     -0.00260438     -0.02109315     -0.06340341      0.00055131
      0.00511141      0.05901292      0.26405790      0.09975282      0.20935469      0.19612113     -0.02532779     -0.22296428     -0.03911577     -0.00102700     -0.12828630     -0.03304081      0.06175399      0.05237983      0.06170564      0.13164922      0.09804730     -0.00129320     -0.03117774     -0.01186975      0.01940568      0.07128619     -0.03613153      0.00334329      0.15885398      0.02328712      0.00339523      0.02253933     -0.15401052     -0.18289060     -0.05539127     -0.00135955      0.10463701      0.13740868      0.04418540      0.03251188      0.11396151      0.14408677      0.03771251      0.02110001      0.02491996      0.09584777      0.02600347      0.17857312     -0.19338141      0.01107757     -0.44344286      0.04804179      0.08231959     -0.00667225     -0.52842744
      0.00290371      0.02749988     -0.04041291      0.36561115     -0.05695896      0.01284993      0.07032158      0.17654504      0.27429025      0.36376116      0.12950835      0.00145168     -0.20506335     -0.05020635     -0.16690993      0.05159987     -0.16693034     -0.19186293     -0.00872504      0.09741494     -0.14640309      0.12183535     -0.12273478     -0.04006203      0.13745923      0.00504868     -0.04661787     -0.12492253      0.04869306      0.00588701     -0.20823437     -0.03029271      0.07088374     -0.07516555     -0.09246256     -0.20051269      0.10178690      0.09412934      0.00363636      0.15801285      0.13616434     -0.04455411     -0.16517501     -0.08070327      0.28473620      0.22061264     -0.10962649      0.03373139      0.02475904      0.01654598     -0.11255764
     -0.00842725     -0.00406913      0.16187838     -0.03219786      0.05768232     -0.15182343      0.18733142      0.16382843     -0.10151488      0.09439520     -0.03180286     -0.08978306      0.00267019     -0.20858154     -0.18228798     -0.25949248     -0.00475081     -0.02571740      0.14229254     -0.07352102      0.05483011     -0.19141762      0.31602397     -0.17117688     -0.18102715      0.22505408     -0.00989948     -0.22870073      0.02183766     -0.06216186      0.07262584      0.10417475      0.03871269      0.17961612      0.06184998     -0.21276008     -0.07346536     -0.02438609      0.14523246     -0.08782819      0.00927657     -0.22605029      0.14778263     -0.31874667     -0.12520669      0.07115806     -0.13138077      0.01668298      0.03271535     -0.00220192     -0.17005345
      0.00494692      0.00653042      0.09569024      0.05007345      0.00762522      0.11490198      0.14960274     -0.12874335      0.09830911     -0.13668859      0.27516209     -0.03312049      0.03878816     -0.10702974      0.05809430     -0.05769858      0.04751665      0.10252059     -0.09823274     -0.06242311     -0.09976922     -0.15327985     -0.22236519     -0.02535602     -0.09683682      0.08494656      0.00866682      0.02353622     -0.05652669     -0.11388475      0.03925097     -0.16286578      0.10947790     -0.14015662     -0.13827254     -0.14516489     -0.18026278     -0.11682276      0.07505260     -0.24245708      0.00527430     -0.19484450      0.07940566      0.07283674      0.41014386     -0.42907386     -0.11690146     -0.00988474      0.07921349      0.17560878     -0.06884294
      0.00044409      0.00009455     -0.14988191      0.43868748      0.12516776      0.06658315      0.22937138      0.23694413     -0.12739801     -0.18418791     -0.19028127     -0.05245990      0.12177258      0.01070737      0.27513584      0.09756020     -0.08243593      0.00567867      0.13566897     -0.01956967      0.09301426     -0.12875829     -0.08827711      0.02543345     -0.03987538      0.02171161     -0.16783610      0.00804787     -0.08900318      0.06432937      0.17235577     -0.04484250      0.25455025     -0.11477200      0.08859168      0.09045520      0.05930472     -0.06993652     -0.08576985      0.18975672     -0.01614733      0.00719677      0.39221394     -0.03306939      0.11558836      0.13379835      0.02079466      0.00436560     -0.01200630     -0.01110175      0.02467709
     -0.00670029     -0.03667500      0.11934358     -0.06477018     -0.05367510     -0.23677744      0.24387559      0.22164116     -0.11180911     -0.15719903      0.33583366     -0.28587109      0.12599105     -0.03658266      0.09513447      0.19692295     -0.05160921     -0.07777203     -0.24668383      0.13450246     -0.19793880      0.18989343      0.18166057      0.15815450      0.16009473     -0.02135842      0.05673985     -0.02121632     -0.16701189      0.21820884      0.16808799     -0.21163693      0.02869787      0.18430210      0.07302690      0.10989736     -0.07772213     -0.05522662      0.11048038     -0.02883408      0.04797526     -0.01774741     -0.13758777      0.06068092     -0.00967767      0.11137619     -0.03439902      0.01598113      0.00279808     -0.02093383     -0.05204693
      0.01274480     -0.00663769      0.07926263      0.08654548      0.06082326      0.14484744      0.26650149     -0.08008766      0.09512063     -0.22685407     -0.09496216      0.15316201     -0.20880528     -0.31369779     -0.21808731     -0.10061462      0.20550165      0.00923279      0.11011893     -0.01682385     -0.20120771     -0.03833183      0.13593007      0.10430476      0.15893300     -0.21346451      0.03120265      0.17717587      0.07241978      0.26106974     -0.08526667      0.05332205      0.32964877     -0.00959999      0.15072670     -0.04497733     -0.11407394      0.19012062     -0.16298935     -0.15162238      0.06204572     -0.01325084     -0.07199113      0.08436665     -0.11865172      0.01331546      0.08389497     -0.01992544     -0.02597970     -0.02018498      0.08466039
     -0.02182029     -0.01386062      0.00708154      0.42088441      0.00409496      0.00693509     -0.18046468      0.02065274     -0.03729553      0.19235441      0.03980916     -0.17785221      0.30766247     -0.02604105     -0.03628318     -0.24316889      0.24466312      0.10212482     -0.14240992     -0.13347500     -0.03124557      0.05287433      0.01476815     -0.07731698     -0.02379473     -0.12212816      0.05443207      0.09748910      0.07604089      0.05979487     -0.02421203      0.14087829     -0.19409250      0.07000058      0.01161754      0.13972535     -0.10911976      0.14476687      0.21711227     -0.31167588      0.15901157      0.01779915      0.14923283      0.20527352      0.07952483      0.19310406      0.08281351      0.00532461     -0.03024285     -0.01649551      0.06728372
     -0.00461913     -0.08737438      0.14562320      0.03180533      0.06543221     -0.01400200      0.25163909     -0.23375292     -0.12272036      0.25027198     -0.02842012      0.22129263      0.29903775      0.02919560     -0.10225996      0.10770426     -0.15009014      0.15253645      0.07720979      0.04380381     -0.09654905      0.00718089      0.01105161     -0.00820936      0.32499921      0.20587380     -0.00371410     -0.07850747      0.04181272     -0.04693787     -0.00401676      0.04117695      0.02776879      0.08802096      0.00334665      0.12441255      0.08528709      0.12717320      0.08397898      0.04083265     -0.25957544     -0.17301993      0.01134600      0.04803920      0.06040258     -0.04352178      0.00302350      0.27740790      0.04796614      0.03192087      0.37820505
      0.00060329      0.14721757      0.36865775      0.03465206      0.22644568      0.12668427     -0.10859201      0.00631170      0.03813847      0.02496225     -0.02879101     -0.27059336     -0.16490611      0.01830956      0.04830346      0.11769332      0.05219579     -0.20859641     -0.03083885      0.02430787      0.06956109      0.03218738      0.02835973     -0.08110395     -0.08856505      0.04213491     -0.01689620     -0.06053604     -0.08873241     -0.25910185     -0.14767206      0.07824815      0.10905735      0.17672313      0.17626279      0.19042783     -0.17000168     -0.08143990     -0.12636729      0.07734841      0.12925558     -0.07749940     -0.05847742     -0.02301127      0.09740908     -0.02718245     -0.02005139     -0.18514142     -0.03790620      0.02228215      0.47247474
     -0.00219921      0.13090564      0.17329047      0.12699734     -0.47594901      0.01910964      0.00966338     -0.11680250     -0.10704031     -0.04830454     -0.19612553      0.14969284     -0.05092392      0.01812881      0.22166131     -0.25243099     -0.17743353     -0.13205043     -0.26252228      0.14870722     -0.05889842     -0.12332298      0.09549609     -0.04261840     -0.01580128     -0.04389159      0.03739593      0.02751923     -0.13859999     -0.13990267     -0.06364121      0.02813497      0.04271010      0.07106160      0.07563931      0.03565207     -0.10814608     -0.08627944     -0.09653258      0.02301924      0.17505002      0.03359474     -0.04218053     -0.03263972      0.02323827     -0.01150160      0.16502059      0.41712150      0.05554571      0.00431661     -0.07510586
     -0.12934179     -0.00459813      0.04816341      0.03997872      0.03997493     -0.29325359      0.05746535      0.01106770      0.14615307     -0.06787865     -0.18361437     -0.03775644      0.06907634      0.20271969     -0.07891705     -0.10816637      0.16170744      0.01063089      0.11612651      0.46249291      0.22472377      0.14745660      0.04914182     -0.02053543      0.09163561     -0.18950325      0.04174873      0.02441032      0.08892627     -0.11549129      0.02356147     -0.14650685      0.03881921      0.02468032     -0.02587848      0.01978603      0.23424414     -0.04806694     -0.13053544     -0.20914158      0.06058466     -0.15036423      0.04508809     -0.03749947      0.05065067     -0.02718902      0.07053713     -0.07245577      0.27211023      0.32541368     -0.02103521
     -0.08248038     -0.00608344      0.00678859      0.05990948     -0.02295206      0.06270576      0.06855522     -0.20455024      0.26015804     -0.21074348      0.25755296     -0.04489950      0.13846085      0.02371871      0.02976253     -0.09413777      0.02372221     -0.00780595      0.06638911      0.29880702      0.02513692     -0.06514467     -0.16937810     -0.20292306     -0.16664059      0.22257139     -0.00717738     -0.07828624     -0.05172373      0.14568243     -0.05400877     -0.02648862     -0.06941801      0.14556490     -0.32106149      0.09498682     -0.08831441      0.20109993     -0.26659293      0.07131657      0.03044271     -0.06542791      0.07146289     -0.02468136     -0.20289475      0.14935142      0.02414186     -0.00097256      0.05647829     -0.32697055      0.03076746
      0.13035981      0.00476060      0.02012383      0.18829440      0.11687932     -0.11352805     -0.15177142     -0.02753164     -0.43180363     -0.07856412      0.30301842      0.25075714     -0.26585438     -0.04405190     -0.07110506      0.06663651      0.01909307      0.11294272     -0.06834322      0.19412191      0.13780839      0.05988658      0.02067588     -0.23940834     -0.00849494     -0.02737961     -0.07764775      0.03874511      0.01698730      0.00105437     -0.00580129     -0.06894461     -0.00374259      0.03916908     -0.08143912      0.02552452      0.10936856      0.01924026     -0.13230748     -0.09437255      0.04456983     -0.08053846      0.03999445     -0.02337964     -0.01770460      0.00519325     -0.07070137      0.09144625     -0.47619088      0.13926993     -0.00811596
