      0.10132774     -0.00849676     -0.00365893      0.06646847      0.06223060      0.03281199     -0.08182495     -0.21836437     -0.02822801      0.00568486     -0.01165256     -0.04613452      0.00936004      0.00986165     -0.07989194     -0.00657916      0.03675209     -0.08664347      0.03486712     -0.03047487     -0.14779667      0.00163728     -0.08825944     -0.02431772     -0.24262190      0.02462598      0.15037210      0.06797707     -0.00623942      0.10629263     -0.08481709      0.08205142     -0.12656133     -0.08781275     -0.31674737     -0.10543839     -0.03846640      0.11724122      0.09029796     -0.03905078     -0.15109656     -0.01726892     -0.21892511     -0.30641654      0.08315835      0.03117726      0.01788142     -0.11821510     -0.49877425     -0.17398610     -0.16050796      0.00597502     -0.03560789      0.20344508      0.04608547     -0.03988129      0.01457680     -0.05262727     -0.01157118      0.09058269      0.05152434      0.04563654     -0.11646513      0.11166514     -0.08681481     -0.02121866      0.04799071     -0.07250617      0.03930901     -0.01872733      0.06653985     -0.00659744     -0.00472555      0.02325349      0.00017017     -0.00166621      0.00038084      0.00112010
      0.09725191      0.01345059      0.00845034      0.02955881     -0.05609401     -0.09007665     -0.26091667      0.23466030     -0.01603462      0.01120037     -0.12325333      0.03176468      0.03577546     -0.10028437      0.07864120     -0.05815081     -0.13740666     -0.01344686     -0.05762310     -0.24408528     -0.02876018      0.04081976     -0.26626266     -0.01206069      0.14938066      0.18667998     -0.04651955      0.12063580      0.07220245     -0.05750270      0.22488066      0.10059320     -0.05332894     -0.09117991     -0.13686435     -0.10016627     -0.13023161     -0.28122259      0.08362155     -0.18655035     -0.07317077     -0.12865299     -0.00759031      0.04496640     -0.16581444      0.05156686      0.05988466      0.04450187      0.00878580     -0.05069721     -0.12182250      0.10971189      0.01800543     -0.14611049     -0.00202389      0.04305690      0.04641089      0.04536851      0.06807345     -0.05106071     -0.03121519     -0.12397028     -0.18401270      0.25217981     -0.09242082      0.17933443     -0.19169422      0.07905582     -0.04436353      0.03289017     -0.09025721     -0.07720838     -0.03645808     -0.03017694     -0.00447968     -0.00164001     -0.00076313     -0.00685183
      0.14178026      0.03499429     -0.05713655     -0.01462817      0.08419494      0.13964387      0.25083977      0.00707911      0.19473251      0.14698112     -0.04291885     -0.15097313     -0.10091026     -0.01709667      0.15720323      0.00365579      0.13926252     -0.07945176     -0.07747689     -0.05504540      0.16174714      0.05248075     -0.07584887     -0.15471075     -0.14399816     -0.02985351      0.20206764      0.19218230     -0.11219992     -0.06571852      0.21860832      0.26823442     -0.16178885     -0.05240281      0.20966794     -0.05579680      0.01317955      0.07941603      0.03356987     -0.05140146      0.12612564      0.03134921     -0.02441256     -0.00550959     -0.04681344      0.03906629      0.03533255     -0.04708796      0.07517424      0.03411634     -0.02299668     -0.08496165     -0.02618153      0.16987316      0.02618407      0.12938412      0.10835152      0.06690882      0.21525158      0.12868532     -0.00663166      0.05396689     -0.04741144     -0.01872538      0.05263777     -0.06719289     -0.00235248      0.03003221     -0.07077064      0.03872210     -0.31320100      0.04370873      0.08895455     -0.23859300      0.01262699     -0.00595174      0.00162289     -0.00270152
      0.03712725     -0.02797843      0.00410782      0.12719060      0.04174406      0.02029872     -0.10676048     -0.11922264     -0.01135738      0.00189564      0.00734531     -0.02938445      0.07562246      0.01145579      0.04568316      0.04716695      0.08876714     -0.11495842     -0.02829313     -0.07628515     -0.16743504      0.16456502     -0.31567246     -0.08392910      0.03689096     -0.06282950     -0.03304903      0.05673976      0.08976291      0.17156330     -0.03928669     -0.07371829     -0.06499077     -0.04393049     -0.20941346     -0.08041081      0.10387105      0.08475843     -0.33427077      0.05943242      0.21958087      0.30433349      0.09110814      0.18811287     -0.14386932      0.03503127     -0.06318062     -0.14255795      0.13233920     -0.00286550     -0.16595711      0.22744751      0.09506123      0.05606566      0.00152537      0.12831279     -0.29460895     -0.09097277      0.09026545     -0.01238425      0.00726320     -0.07395571      0.08395364     -0.16123683      0.03888319     -0.06986502      0.02623412      0.00257854     -0.04316488     -0.00268835     -0.02636000     -0.00091274     -0.03775297      0.00484137     -0.00763742      0.00360403      0.00390282      0.00191956
     -0.01416747      0.03712670      0.02128125     -0.04024609     -0.01344736     -0.05106616     -0.25450166      0.12365607      0.12382008      0.05338061      0.04053778     -0.02725099     -0.02796502     -0.08838532      0.08344149     -0.06790496     -0.06207129      0.03297752      0.00501402     -0.01954100      0.14868833     -0.07385012     -0.07662313     -0.07121447     -0.06956538      0.08725293      0.17587044      0.03298070     -0.10925687     -0.04772841     -0.28967991      0.01739531      0.03873756     -0.11652697     -0.12691964     -0.04299582     -0.15717687      0.30555452      0.26552364      0.17823091      0.15688031      0.13231446      0.07008302     -0.00808770     -0.21617222     -0.06047521     -0.23485338      0.11685431     -0.03707912      0.04218741      0.35143918     -0.13070897      0.01409068     -0.02570377     -0.04963898      0.20512280     -0.08432038     -0.09473631     -0.06378412      0.09298956     -0.01608783     -0.10274971      0.06945029      0.06896145      0.02167938      0.05074053     -0.05235305      0.00129166     -0.00001837      0.00682070     -0.03706805     -0.08632801     -0.08483448      0.07762482     -0.00331827      0.00677497      0.00750479     -0.00125208
      0.01381054      0.02372642     -0.00341934      0.18479105      0.07505943      0.02593560      0.21090192      0.08417782      0.17742253      0.02895517     -0.04869859     -0.08208992     -0.13993743     -0.00068471     -0.07589426     -0.05913712     -0.10301276     -0.21923268     -0.19671352     -0.06861614     -0.08731175     -0.05060440      0.03311825     -0.01775398     -0.07073994     -0.00923615     -0.16501174      0.19779737      0.27615853     -0.07528527      0.01872471     -0.22389094      0.21863083      0.19963890     -0.15339636     -0.01680596     -0.09173188     -0.02058160      0.18700022      0.06351935     -0.01113053      0.08204050      0.09017427     -0.04461595     -0.00733075     -0.00705526     -0.20316091      0.18811213     -0.04921590      0.04734300     -0.03866806      0.09044154      0.01532899      0.07262990      0.08045687      0.13536472      0.18081045     -0.13173247      0.06117407     -0.30139572      0.01214417      0.05959175     -0.04563524     -0.07160476      0.03190896      0.03230063      0.07434927     -0.08486297      0.16444334     -0.06281471     -0.02411824      0.08664027      0.06272393     -0.09099806      0.00854687     -0.00552065     -0.00036450     -0.00186981
      0.03184076     -0.02739650     -0.00571924      0.04200822      0.08583685      0.03502763     -0.09851409     -0.27660784     -0.01352164      0.01993503      0.14163558     -0.18566114     -0.07965863      0.04960102     -0.09795314     -0.08933666     -0.03876274     -0.00529604     -0.08241516     -0.14551510      0.04170361     -0.16972325      0.15873365      0.03316498     -0.15540035     -0.09051303      0.23453327     -0.15876004     -0.02329912      0.00218984     -0.15478647     -0.05647904      0.08367100      0.01939581      0.04034910     -0.14165947     -0.19354395     -0.33512370     -0.17408678     -0.33105783      0.09757861      0.06328762     -0.06870747      0.16583802     -0.06186198      0.12043256     -0.16797690      0.29385324     -0.00617697      0.05825156      0.01411268     -0.01363275     -0.09042195      0.09073733      0.02550929     -0.15186891     -0.09583906      0.03346524     -0.03484143     -0.01803828     -0.02013080     -0.07235510      0.03052143     -0.01440113     -0.05199721      0.03314095     -0.06768276      0.05153287     -0.08863691      0.03385565     -0.09736505     -0.00567965     -0.01806707     -0.05978469     -0.00609196      0.00903749     -0.00379731     -0.00149272
     -0.00243182      0.01388171      0.00431620      0.03223298     -0.09317888     -0.02614000     -0.23134300      0.14925760      0.06561214      0.01287101      0.10317142     -0.11862339     -0.15603419     -0.00323467      0.06249674     -0.04861386     -0.12452178     -0.07738417     -0.09497615     -0.11339206      0.20028087     -0.09563844     -0.06305830     -0.19270387     -0.05967846     -0.08424424      0.21760774      0.02295378      0.04084803     -0.07195212      0.06090380     -0.27393654     -0.04190546      0.12477538      0.10550252      0.05300771      0.13767616      0.01825428     -0.29899885      0.15058718     -0.05490759     -0.15379261      0.18353188     -0.28011204      0.20700516     -0.03438673      0.03840136      0.13406347      0.03931117     -0.38710458      0.02141480      0.07646802      0.09519567     -0.03686946      0.00259333     -0.03606357     -0.09347861      0.04921471      0.07708291      0.08344131      0.02058559      0.04321653     -0.04118435     -0.01501436     -0.01750315     -0.04360728      0.04622252      0.00749366     -0.04822324     -0.00582518      0.06944179     -0.03980863      0.00672036     -0.00252637     -0.00058737     -0.00554738      0.00274337      0.00077629
      0.01161187      0.03119132      0.01056256     -0.00963038      0.21629040     -0.01136739      0.17274986      0.03712054      0.15669170      0.12247122     -0.15164770     -0.07211196      0.08386052     -0.10164774      0.12769990     -0.19995436     -0.08676498     -0.00342956     -0.10702808     -0.25509348     -0.02773779     -0.07821356      0.03241922      0.25388242      0.13172948      0.03120154      0.02568259     -0.00490014     -0.11266274     -0.06842693     -0.19122482      0.13537430      0.20849496     -0.00992613     -0.04729103      0.15969115     -0.01132826      0.12007419     -0.17369819     -0.12857762      0.07220541     -0.04362798     -0.01699702     -0.13619993      0.15149333      0.02978778      0.10102124     -0.16607442      0.03084450     -0.02945105     -0.02597979      0.05198063      0.00825261     -0.19870509     -0.08189126      0.00929515     -0.24667871     -0.16603472     -0.29108860      0.02293600      0.05059415      0.13920297     -0.04820818      0.01976571     -0.08295157      0.02253504      0.00613423     -0.03308790      0.08594414     -0.02364490     -0.07233281     -0.03594826      0.03241260     -0.19325272     -0.00086426      0.00069014     -0.00446415      0.00095666
      0.00214948      0.01077621      0.15217449      0.01233342      0.04350951      0.13142358     -0.11219284     -0.12624052      0.08358455      0.06183945     -0.26126470      0.19586329     -0.17044581     -0.17111232      0.01690277      0.18132883      0.13212326      0.19616709     -0.24360803      0.03809738      0.02968711     -0.12850550     -0.05417146     -0.05070124      0.02070923      0.13107651      0.02413563     -0.24569757      0.27319524     -0.01124666     -0.00774708      0.06116477      0.02799308      0.13401285      0.11352500     -0.19242490     -0.00408130      0.13676542     -0.07616651     -0.02847899     -0.03750699     -0.05427301      0.02792005     -0.01213271      0.00068264     -0.00624472      0.00985409      0.01135470     -0.04693576      0.07426818     -0.01119804      0.04049303      0.02557091      0.02518139     -0.17558843     -0.01352686      0.02016757     -0.02262333      0.01213726      0.00417064      0.05762893     -0.04458538     -0.01407051      0.04785626     -0.01609415     -0.32012993     -0.22603970      0.10174173      0.25071037     -0.00197612      0.01158084      0.01325190     -0.00446855      0.00709088     -0.01687959     -0.00416924     -0.00957018      0.21253239
