     -0.01103266      0.10187358     -0.24413053      0.02120407      0.00923190     -0.10023101     -0.14630098     -0.06701874      0.02726360      0.01873024     -0.00047945      0.03948630     -0.06392563     -0.03257981      0.00740095      0.07585297     -0.08037676     -0.09203556      0.03168117     -0.14187947     -0.11463650      0.00824610     -0.02429187      0.04818443      0.11223583      0.22148675      0.14286470      0.10264863     -0.10528297     -0.08285518     -0.02560930     -0.04717613      0.00492559     -0.23353902      0.14155280     -0.10165085     -0.14840021     -0.38495905      0.14998195     -0.09689839     -0.26827719     -0.14553949     -0.45860504     -0.15232154      0.05267681      0.06847122     -0.07438186      0.06164364      0.01492384      0.13932812      0.00452515     -0.07454374      0.11272870      0.01523851      0.01225966      0.02245122     -0.06029610     -0.17401712     -0.06844372      0.00067465     -0.03197476      0.04067918     -0.04158736      0.00941051     -0.04151256      0.00156022      0.00757206     -0.00177782      0.00087007
      0.00183980      0.05673816     -0.13006769      0.14837991     -0.06512407      0.05361818      0.08503922      0.14431328     -0.06209883      0.16275630     -0.23461872     -0.12565074      0.09317302     -0.00907120     -0.04884630      0.04744945      0.11322758     -0.04959488     -0.12043061      0.07905004     -0.10080500      0.17245210     -0.07287338      0.02388280      0.19215129      0.23415070     -0.02361199     -0.07851806     -0.00586473     -0.09745053      0.15280533      0.04339327     -0.37628916     -0.08949033     -0.21310842      0.10313552     -0.00939830      0.05691688     -0.04219377     -0.17286756      0.06643788     -0.04695039      0.07360438     -0.29312147     -0.11514380     -0.19975270      0.02958839     -0.03386640     -0.06149239     -0.17845789     -0.01877695      0.04631900     -0.02451768      0.01217451      0.03145626      0.01994316      0.02746766     -0.05136620     -0.21284416     -0.06362937     -0.15856812     -0.26110849     -0.10430741     -0.03597593      0.02672545      0.00262187      0.00413915     -0.00033124     -0.00371929
      0.02111838      0.04773702     -0.00613756      0.01375205      0.24962239      0.36206003     -0.10321014     -0.02194161      0.00430907      0.10198633      0.02364293      0.03760135     -0.01875872     -0.06906497      0.06955855      0.06615451     -0.00345578     -0.10654833      0.12949695     -0.14982041      0.11455984     -0.07456797      0.13190891     -0.25454185      0.08187795      0.07400035     -0.14443485      0.28250427     -0.05722025     -0.12586196     -0.19545693      0.25616771     -0.10045736      0.00808173     -0.02450663     -0.02677785     -0.02624193     -0.02121959     -0.06367550      0.12920072      0.08451232     -0.00571172      0.12975522      0.00992059     -0.00490135     -0.04835768      0.01075831     -0.00658658      0.22209755      0.07259193      0.01493720     -0.02346857      0.26024618     -0.03266431      0.04368891     -0.00095284      0.01870573      0.01885011      0.04658312     -0.00458268      0.06037641     -0.18820706     -0.25693775      0.15117075     -0.24800941      0.00213294     -0.00974729      0.00156501     -0.00531368
     -0.01807770      0.11966450     -0.23431194     -0.03631795      0.03896706     -0.05527239     -0.11735442     -0.06490011      0.06131811      0.00360490     -0.04488157     -0.08801262      0.02118259     -0.13682522      0.03604750      0.08308447     -0.10680269     -0.02207569     -0.00386816     -0.06227218     -0.06857755      0.00814347     -0.12361492      0.01839743      0.13331143      0.13547497      0.07198211      0.16351156      0.00709711     -0.08663889      0.15862495     -0.11623710      0.29246077      0.16082739      0.06921049      0.10140421     -0.06639496      0.30176877     -0.00620014      0.03023191     -0.33285997     -0.27524831      0.41488704     -0.17201681     -0.03308086      0.09804324     -0.14407536     -0.04061154      0.03117157     -0.05924743     -0.01817297     -0.08498214     -0.04976743     -0.01308039     -0.01468414      0.01743101      0.05326110      0.16760472      0.11155039      0.00800977      0.05663517      0.04372469     -0.05006494      0.04260315      0.05329095     -0.00259659      0.00014814     -0.00210141     -0.00179307
     -0.01589666      0.12548797     -0.09816706      0.02219391      0.00777421      0.01225771      0.25391179      0.14277688     -0.00891999      0.15583734     -0.20984175     -0.05282130      0.11989359      0.13820785      0.01886179      0.00673398     -0.11743661      0.11149013     -0.05522478     -0.07601592      0.00466929      0.03427824      0.17086249     -0.10611666     -0.11471376     -0.21005284      0.05218971     -0.05461654     -0.13500480     -0.00882030     -0.14142001      0.06081397      0.08168093     -0.26489816      0.29101146      0.01180960     -0.13573486      0.02789866     -0.20285162     -0.19408041     -0.10961857      0.01086554      0.16965036      0.20074784      0.11731885      0.24294840     -0.13437018     -0.02782408      0.15832948     -0.06209070     -0.01645026     -0.00479337      0.01951160      0.00586859      0.02224268     -0.01916822      0.02017031     -0.01047318     -0.21371764      0.01105693     -0.15614162     -0.04664410     -0.05057063     -0.25197830      0.00751370      0.00274682     -0.00047644      0.00659273      0.00193027
     -0.01435388      0.08997231     -0.13135683     -0.28585259      0.11592254      0.26408626     -0.01720624      0.10173389     -0.14288534     -0.02908283      0.14552317     -0.00224962     -0.03914109      0.05858164     -0.09230694      0.02819209      0.12789521      0.03202450     -0.01563965      0.12464353      0.20470609     -0.01516915     -0.05039635     -0.01382057     -0.16436877      0.24506818     -0.02448977     -0.09527421     -0.02577945      0.20854199      0.00854453     -0.25383740     -0.10797437     -0.19326880      0.08891929      0.06961208     -0.01500207      0.05716031      0.15556922      0.06061645     -0.13649079      0.00166674      0.10238958      0.01520883      0.01365765     -0.00277123      0.03590547      0.06655989     -0.27896944     -0.09984428      0.07717504      0.09348794      0.18904121      0.05205221      0.02060348     -0.00385840      0.02997243      0.05302809      0.03039954     -0.01407117      0.03601244      0.07892556      0.05906889     -0.26692142     -0.31896265      0.00724330     -0.00287708      0.00899884      0.00079088
     -0.03484201      0.20426223     -0.25658786     -0.22745812      0.03550379     -0.12918530      0.07716237     -0.04275130      0.04052925     -0.10633054      0.04140594      0.05795067     -0.08234508      0.07481162      0.01569412     -0.01073292     -0.24545971     -0.01938841      0.06073567     -0.30080628     -0.29979778     -0.19100414      0.12684920     -0.14431387     -0.12336306     -0.09127725     -0.15092454     -0.11544040      0.11444274      0.11250387      0.04175735     -0.09550339     -0.30176261      0.09981815     -0.25836173      0.05844539      0.03504601      0.03383716     -0.06125853      0.01361489      0.10337371     -0.05397684     -0.01315653      0.03968904      0.06346736      0.20885924     -0.15609497      0.02610470     -0.22735744      0.02333507      0.03207110      0.04632053     -0.00623028      0.08570626      0.00326590     -0.00575218     -0.00073453      0.01279342     -0.00226515     -0.03472517     -0.00508666     -0.11674351     -0.07785651      0.13719239      0.01767133      0.00213023     -0.00028318     -0.00442470     -0.00309667
      0.00159765      0.08885681     -0.10422301     -0.03040416     -0.00556358      0.01237583      0.11409521      0.11345725     -0.06933362      0.21695854     -0.24892435     -0.11564678      0.15121095      0.03736866     -0.05827849     -0.19243460     -0.01084298     -0.00731868     -0.06514833     -0.04003674      0.13496755      0.04803219     -0.03133625     -0.22634748     -0.01930738      0.02062384     -0.10241825      0.22034004      0.04347783      0.25965938      0.01974201     -0.12087001      0.15476162      0.24029872     -0.08000415     -0.00716280      0.12657296     -0.25431084      0.16597451      0.11253165      0.01272144      0.04455768     -0.04728137     -0.06777175      0.24602034     -0.04971605     -0.08894445      0.28154478      0.12434993     -0.26301492     -0.11189276      0.08376719     -0.10194559     -0.02514430     -0.06187473     -0.00979855     -0.00464292     -0.17103291      0.08085898      0.00916422      0.05990670      0.05708216      0.04116383      0.07508091      0.04400910     -0.00598077      0.00311867     -0.00435544      0.00479190
      0.00661751      0.20946228     -0.01650592      0.05835482      0.08822283      0.38006640      0.17144112      0.09465096      0.06234878     -0.18955246      0.05216690     -0.07279348      0.02943659     -0.02194089      0.07653495      0.42633986      0.01415468      0.09276658     -0.13479276      0.03982444     -0.15429254      0.03009935      0.05774963      0.11267543      0.01494630     -0.03178972     -0.01099239     -0.10748215      0.05382738     -0.01664882      0.00240185      0.02754923      0.08749330      0.06690964     -0.00888328     -0.09999625      0.05021490     -0.08223815      0.08083146      0.11663527     -0.00675858      0.00867050     -0.07590178      0.00499207     -0.04157915      0.05849981     -0.04782678     -0.13380604      0.03466682     -0.03619855     -0.10696440     -0.06720295     -0.47333035     -0.02959710     -0.08314570      0.00204340     -0.09105224     -0.20557547      0.11573383     -0.00567740      0.04121454     -0.02579104     -0.05533373     -0.03553294     -0.18692698     -0.00206751      0.00713799     -0.00023562      0.00316086
     -0.01083835      0.29703129      0.01937046      0.18121305     -0.02775870     -0.03342104     -0.10769557     -0.08751257     -0.09984953      0.15197961      0.03218072      0.12059964     -0.01163542      0.15118179     -0.00505061      0.03835075      0.17765921      0.36951776      0.30885560      0.12968099     -0.05364952     -0.08779927     -0.07194875     -0.12760684      0.08213219     -0.02744002     -0.01720337     -0.02956989      0.11205276     -0.02172838      0.01531113     -0.04210626     -0.11017094      0.19332044      0.18318318      0.09732562     -0.03008891     -0.01925313      0.03861128     -0.05160561      0.05795161     -0.06030976     -0.01914783     -0.02732873      0.13520941      0.07387092      0.10516342     -0.06549197     -0.06726835     -0.01215757     -0.13812155     -0.08433407      0.02194371     -0.21387129      0.12134667      0.24778339     -0.23317960      0.07531978     -0.06032135      0.06524524      0.09310576     -0.03151493      0.01669620     -0.04225574      0.00179506     -0.00136791      0.02532786     -0.00350320      0.26343385
