   86.017841 cm^{-1} ... 1 
   67.499995 cm^{-1} ... 1 
   50.294275 cm^{-1} ... 1 
   27.735198 cm^{-1} ... 1 
   21.625709 cm^{-1} ... 0 
   23.609031 cm^{-1} ... 0 
   31.967971 cm^{-1} ... 0 
   34.149726 cm^{-1} ... 0 
   45.269721 cm^{-1} ... 0 
   49.147749 cm^{-1} ... 0 
   58.904602 cm^{-1} ... 0 
   67.305273 cm^{-1} ... 0 
   70.958857 cm^{-1} ... 0 
   73.286045 cm^{-1} ... 0 
   78.433473 cm^{-1} ... 0 
   83.240514 cm^{-1} ... 0 
   94.609190 cm^{-1} ... 0 
   95.513489 cm^{-1} ... 0 
   99.298270 cm^{-1} ... 0 
  104.033016 cm^{-1} ... 0 
  108.581115 cm^{-1} ... 0 
  116.025106 cm^{-1} ... 0 
  119.401152 cm^{-1} ... 0 
  126.194777 cm^{-1} ... 0 
  135.680081 cm^{-1} ... 0 
  143.295376 cm^{-1} ... 0 
  147.858417 cm^{-1} ... 0 
  152.984179 cm^{-1} ... 0 
  157.384949 cm^{-1} ... 0 
  167.806588 cm^{-1} ... 0 
  173.074819 cm^{-1} ... 0 
  174.968054 cm^{-1} ... 0 
  183.986892 cm^{-1} ... 0 
  192.780953 cm^{-1} ... 0 
  194.281536 cm^{-1} ... 0 
  198.961660 cm^{-1} ... 0 
  201.191554 cm^{-1} ... 0 
  225.772595 cm^{-1} ... 0 
  230.436589 cm^{-1} ... 0 
  246.101609 cm^{-1} ... 0 
  278.648139 cm^{-1} ... 0 
  284.453973 cm^{-1} ... 0 
  297.842747 cm^{-1} ... 0 
  318.329928 cm^{-1} ... 0 
  320.698786 cm^{-1} ... 0 
  324.527025 cm^{-1} ... 0 
  329.464665 cm^{-1} ... 0 
  330.752514 cm^{-1} ... 0 
  345.154453 cm^{-1} ... 0 
  349.954128 cm^{-1} ... 0 
  363.755574 cm^{-1} ... 0 
  364.551276 cm^{-1} ... 0 
  373.775600 cm^{-1} ... 0 
  408.240146 cm^{-1} ... 0 
  415.187088 cm^{-1} ... 0 
  424.538431 cm^{-1} ... 0 
  428.722030 cm^{-1} ... 0 
  435.537606 cm^{-1} ... 0 
  439.190819 cm^{-1} ... 0 
  446.302476 cm^{-1} ... 0 
  450.782747 cm^{-1} ... 0 
  459.242018 cm^{-1} ... 0 
  469.700004 cm^{-1} ... 0 
  470.225781 cm^{-1} ... 0 
  480.825953 cm^{-1} ... 0 
  537.362959 cm^{-1} ... 0 
  546.298239 cm^{-1} ... 0 
  563.930267 cm^{-1} ... 0 
  585.572883 cm^{-1} ... 0 
