   90.161435 cm^{-1} ... 1 
   46.800832 cm^{-1} ... 1 
   34.844491 cm^{-1} ... 1 
   67.042188 cm^{-1} ... 0 
   71.769935 cm^{-1} ... 0 
   90.303572 cm^{-1} ... 0 
  131.358298 cm^{-1} ... 0 
  135.076590 cm^{-1} ... 0 
  154.485174 cm^{-1} ... 0 
  166.390237 cm^{-1} ... 0 
  181.525016 cm^{-1} ... 0 
  374.819448 cm^{-1} ... 0 
  417.719054 cm^{-1} ... 0 
  472.326086 cm^{-1} ... 0 
  532.178211 cm^{-1} ... 0 
  551.954029 cm^{-1} ... 0 
  579.944030 cm^{-1} ... 0 
  647.159947 cm^{-1} ... 0 
  679.933586 cm^{-1} ... 0 
 2370.439161 cm^{-1} ... 0 
 2571.483974 cm^{-1} ... 0 
