     -0.02445292     -0.12169885     -0.28915734     -0.01267007     -0.10239833      0.45193944     -0.18365931     -0.49791720     -0.32606830     -0.11549000      0.14405551     -0.01477971      0.07660461      0.00884687     -0.00840822     -0.46814484     -0.16253244      0.00752021      0.11023080      0.00014458     -0.00143598
     -0.18876842      0.12965976      0.19715647     -0.26458243     -0.09430345      0.02936375      0.13995376      0.32761610      0.17214026     -0.10357418      0.74217251     -0.06100006      0.05795028      0.00809032     -0.00715395     -0.30182116     -0.08119868      0.03104324      0.07053828      0.00034477     -0.00103958
     -0.43024235     -0.28700725      0.34183397     -0.23005543     -0.40586313     -0.02121456      0.51129981     -0.19554311     -0.14527256      0.06628322     -0.25678506      0.01259333     -0.03132037     -0.00808842      0.02039830     -0.00580048     -0.06567897     -0.01447470      0.01698665     -0.00017432     -0.00041006
     -0.79784389      0.29594111     -0.03463444      0.03556146      0.28949007      0.11384744     -0.28200091     -0.06981027      0.21745425      0.11597603     -0.15572890      0.03444267      0.00357046      0.00096837      0.00916164     -0.03532926      0.06613773      0.01826114     -0.00280883      0.00034986     -0.00023855
      0.08586746      0.22074428      0.10005385     -0.22629895     -0.22065861      0.15921458     -0.10418864      0.11541521     -0.17127944     -0.05169870     -0.14506385      0.07716049     -0.04514432      0.02715933     -0.27872427     -0.17693301      0.76914054      0.14839014      0.00881146     -0.00100884      0.00332223
     -0.04936037     -0.02988264     -0.09576153      0.53950691     -0.29235612      0.48661703      0.13792720      0.41776412      0.01882068      0.35634172     -0.03092521     -0.15849506     -0.04837164     -0.09231282     -0.01231638     -0.01112321     -0.02482216      0.06446257      0.01844125     -0.00056792      0.10466160
     -0.07435992     -0.16874771     -0.51474796     -0.07386896     -0.28096464     -0.09001581      0.05001115      0.08965905      0.29218308      0.00357969      0.03405924      0.70281286      0.02052723     -0.01277299      0.05511795     -0.01605379      0.05870809     -0.03226795     -0.03472505      0.00065783      0.08902144
      0.16996917     -0.03130967     -0.05538206     -0.30581971     -0.32218627      0.03589141     -0.21603631     -0.25890942      0.61720522      0.28345283     -0.07381434     -0.39205037      0.01526741      0.04365090     -0.03161305      0.02397622     -0.03315619      0.12690741      0.04256931     -0.00086991      0.10755954
     -0.02361616      0.07247147      0.13683005      0.24060976     -0.17552934     -0.21731908     -0.16350254     -0.23726381     -0.06825475      0.18736351      0.25921578      0.13090885     -0.76354378      0.16445882     -0.01434206      0.01745023      0.02319638     -0.00320861      0.14325456     -0.02808659      0.00068992
     -0.03316704      0.10970406     -0.16931323     -0.17036997     -0.02920853     -0.33479342     -0.08329147      0.01611658     -0.42342586      0.71507068      0.14803607     -0.00617301      0.28746446     -0.06570979     -0.08084530     -0.00105642     -0.03560118     -0.00437559     -0.02537354     -0.03232670     -0.00081854
      0.07568456      0.68814248     -0.16618495      0.22899531     -0.14369778     -0.11023644      0.47349273     -0.32735416      0.09563387     -0.09523092      0.01153991     -0.03090400      0.14952429     -0.03034827      0.00315369     -0.00176134      0.01065726     -0.01550740      0.06776962     -0.17022241     -0.00111067
