     -0.00768345     -0.02790388     -0.03916898      0.06239157     -0.07138072      0.08345609      0.02571824      0.03866206      0.05066541      0.08348687      0.00941508     -0.00800805      0.16019287      0.75827273      0.02737467      0.03564996      0.04604314     -0.15845399     -0.04268070      0.00298471     -0.58147359
     -0.01452617     -0.00113500     -0.03937098     -0.00407684     -0.02874425     -0.01035762     -0.01308250      0.00524097     -0.02571448     -0.03946817      0.00583267      0.08087631     -0.01413528     -0.21194843      0.04397865      0.12885604     -0.11854598      0.79425700      0.13702010      0.00271221     -0.51083829
      0.03057622     -0.00775182     -0.03185400     -0.02918441     -0.05675547      0.00632535     -0.02143128     -0.00105291      0.12741949      0.06398444     -0.02782958     -0.05464056     -0.14593125     -0.55638301     -0.06505621     -0.13812257      0.05992515     -0.48649351     -0.06669124      0.00086924     -0.60864078
      0.00454442      0.02811028     -0.00248943      0.06803177     -0.03248306     -0.06203406      0.03880011     -0.08871574     -0.00107914      0.02867687      0.05437162     -0.07048783     -0.09552487      0.00043076      0.31385546     -0.22138992      0.08425545      0.18628876     -0.87084116      0.12130392     -0.00126768
      0.01146969     -0.00476364     -0.01902093     -0.00970590     -0.02084315     -0.03245217     -0.01355730     -0.00116127     -0.04771002      0.04696990      0.02058603     -0.08884136      0.05870331     -0.05632919      0.83875623     -0.01139628      0.31956270     -0.06481699      0.35605722      0.20385692      0.00106758
      0.00935892      0.12702958     -0.02889917      0.03278497     -0.02230349     -0.02208607      0.07616531     -0.05161273      0.01022196     -0.00058808      0.00129184      0.02377121      0.01020761      0.00875858     -0.22153860      0.02936707     -0.07769926     -0.01368708      0.05018684      0.95543958      0.00365220
     -0.13347872     -0.09865413      0.24860772      0.35837906     -0.39858193     -0.12414849     -0.37035352     -0.18298620     -0.01944093     -0.20813218      0.25073926      0.03165550      0.42339053     -0.13102205     -0.05248305      0.31819361      0.12823617     -0.06618931     -0.09183876      0.00509438      0.00059335
     -0.24619853     -0.00260100     -0.54354911     -0.15066770     -0.22383323     -0.15329139     -0.02415114      0.18579356     -0.23172241     -0.32736502      0.03780555     -0.46590626     -0.21544735      0.03661754     -0.03441699      0.28137729      0.01888336     -0.04536364     -0.05126874     -0.00259373      0.00205719
      0.10274800      0.44089483      0.17554356     -0.31818411     -0.27932995      0.30602774     -0.25886858      0.15185983     -0.17503943     -0.03891939     -0.14044024      0.23011894     -0.07822255      0.00161769      0.22001431      0.24702530     -0.38991028     -0.12344117     -0.11660119     -0.00079792     -0.00052288
     -0.00764814      0.08125345      0.06227121      0.17913834     -0.25445654     -0.43978292     -0.23510010      0.26809881      0.00086029     -0.15788507     -0.36343774     -0.06179811      0.07159913      0.07038999      0.01981133     -0.57226914     -0.23620318      0.03806054      0.12657265     -0.00048256     -0.00185826
