     -0.14483321     -0.00947005      0.05554987      0.00897978      0.00830666     -0.02162168      0.01110399      0.01806051     -0.00589417     -0.03227912     -0.00815174      0.05955426      0.01089247     -0.00609398      0.03724836     -0.04015731      0.03091583      0.00566522      0.03730422     -0.00732417      0.01303538     -0.01444743     -0.02063765      0.00682399      0.01626161      0.02486071     -0.03848417      0.07438551      0.16016945     -0.14278438     -0.16736538     -0.04060823     -0.04894214     -0.02515039      0.00861706      0.00819032      0.00473318      0.03874941      0.02602923      0.01985256      0.03105933     -0.02867638     -0.01133070     -0.00188659     -0.05020716     -0.02752891     -0.41526063      0.72360218      0.00671375     -0.00251983     -0.01150167      0.03664624      0.30106897     -0.28439364
      0.02276781     -0.00368716      0.02095511     -0.00006940      0.00537590      0.00478856     -0.00667691     -0.04287199      0.00594712     -0.03452568      0.04205021     -0.04921543     -0.00565667      0.01528778      0.02612094      0.00511149     -0.02594109     -0.05914598      0.04538778      0.00447790      0.04955612     -0.04980053     -0.01948375     -0.02093074      0.05172635      0.05266684     -0.10328848      0.16036091      0.47649889     -0.45397911     -0.51370544      0.01482082     -0.18073815     -0.06605885     -0.10801764     -0.08997425      0.13336582      0.07274756      0.03532179      0.05074809     -0.01129158     -0.00131084      0.07550670      0.02355528      0.04946058      0.01336630      0.19969513     -0.30372279      0.00971150     -0.00551205     -0.00335820      0.01056869      0.08745023     -0.08292691
     -0.11377708      0.00032357     -0.00835008      0.00559367      0.00899587     -0.00345961     -0.00108409      0.01837471     -0.00007236      0.02033932     -0.01425542      0.01227299      0.00348459      0.00519354     -0.02421425     -0.00956248      0.00606979      0.01804610     -0.01780269     -0.00199485     -0.01480669      0.01053778     -0.00753171      0.00642137     -0.00862694     -0.01892719      0.02720014     -0.05818378     -0.13548985      0.12646278      0.14138294      0.01119847      0.05132935      0.03613203      0.02590557      0.02995441     -0.02444775     -0.02575701     -0.01503412     -0.01548303     -0.00888015      0.01264220     -0.00500675     -0.00322179      0.01244413      0.00957656      0.18348254     -0.31935365     -0.00302344      0.00180160     -0.02510724      0.07757168      0.64011586     -0.60422342
      0.00105504     -0.02407082     -0.00291192     -0.02436735     -0.01757731      0.04014930     -0.00230915      0.05388004      0.05903836     -0.01207074      0.04403447      0.00264813      0.01775654      0.03800226      0.03637615     -0.04007599     -0.02095113      0.04753908     -0.09707506      0.03751440      0.00591817      0.02686922     -0.00902427     -0.03763909     -0.00283007     -0.00467691      0.03318944      0.00018251      0.02916042      0.00449537      0.00635793     -0.00475272     -0.00662163      0.01733540      0.03063489     -0.06695337     -0.00691100      0.09536314     -0.30482203      0.08644743      0.01723247     -0.03716220     -0.01590162     -0.04058508      0.00036317     -0.00105749      0.01187000      0.00841734      0.00237024      0.00029366      0.02983661     -0.12387479     -0.61640855     -0.67125510
     -0.00389027     -0.00258530     -0.00106283      0.00320966      0.00244870     -0.00627300     -0.00194353     -0.04625165     -0.05416568      0.00991150     -0.05042842     -0.01321632      0.00460531      0.00030149     -0.04734269     -0.01581577      0.02386151     -0.03248933      0.06193134     -0.01384373     -0.03791264     -0.01402190      0.06299500      0.01693765      0.01128886      0.01823006      0.01414557      0.02483126      0.04317631      0.01961634      0.03885489      0.01807222      0.06524802     -0.08275297     -0.06218388      0.08186153     -0.02530641     -0.12255136      0.27511389     -0.11798338     -0.00604467      0.03567942      0.01306552      0.05125726     -0.01698708      0.05305165      0.78216018      0.45601910      0.02773219     -0.00189582      0.00446076     -0.01861455     -0.09152273     -0.09601136
     -0.00268940     -0.01210853      0.00300664      0.00941575     -0.00545556     -0.06195500     -0.05434093     -0.06603853     -0.09985767     -0.00767081     -0.02649218     -0.00277874      0.01148752      0.04553370      0.02462107     -0.00513954     -0.03576832      0.03707604     -0.08383721      0.01159360      0.01991374      0.01810627      0.02358866      0.01445125     -0.02335227     -0.00391591     -0.07801462      0.00283027     -0.05867901     -0.02188197     -0.04279453      0.00545148      0.03281736     -0.03961869     -0.08423952      0.16659229      0.02472468     -0.23463628      0.74929774     -0.19338986     -0.04506439      0.09224331      0.02958886      0.09533863      0.00189377     -0.02846110     -0.31280286     -0.18434006     -0.01044088     -0.00673298      0.01129818     -0.04377044     -0.21883296     -0.23665295
     -0.00109990     -0.01585219      0.02853867      0.05484100     -0.06872113      0.01282230      0.03084872      0.00509893     -0.00550327      0.00736338     -0.03203631     -0.07417882      0.00491508      0.04861468     -0.00884664      0.01588736      0.04362952      0.07272505      0.03792754     -0.03623156      0.06863514      0.04844724      0.00674849      0.00705853      0.00006383     -0.04777703      0.00862730     -0.00211300      0.00825458     -0.00794918     -0.02130912      0.00592758      0.02070847      0.00846086      0.00156522     -0.01248809     -0.03122794      0.00169809      0.00322205     -0.05910200     -0.06444295     -0.08338394      0.00544886     -0.04335763     -0.01202683      0.04174957     -0.00560939     -0.00279120      0.03448198      0.74368887     -0.60261591      0.14337161     -0.05007681     -0.00982190
     -0.00131306     -0.00960883     -0.01198653      0.05248867     -0.01787410      0.01694467      0.04117739     -0.01262237     -0.03579239      0.01691340      0.07123543      0.02321972      0.06862521     -0.04472600     -0.00970218      0.00152095     -0.01790104     -0.00398712     -0.00002964      0.04039907     -0.06709644     -0.03071616     -0.02175945     -0.02853544     -0.00316431      0.00248239     -0.00599439     -0.00619957     -0.00555779     -0.03004954     -0.03123304      0.00265139      0.08900518     -0.01551814      0.05395377     -0.02446194      0.02016486      0.00448699     -0.00487018     -0.38759120     -0.38430460     -0.58326081      0.13247573     -0.38921782      0.03288163     -0.01924077     -0.00389148     -0.00292674     -0.02160665     -0.32047299     -0.20772995      0.04976926     -0.01706117     -0.00351079
      0.00318575     -0.02062726      0.00550972      0.05075232      0.00531767      0.01340156     -0.01631547      0.00470399      0.02037342     -0.00908189     -0.04148949     -0.00796740     -0.04629770      0.01760384      0.00424712      0.00494041      0.02256040     -0.00482102     -0.02031556     -0.03319771      0.05449221      0.02898719      0.00999464      0.01384350      0.01383500      0.05621383     -0.00745918     -0.00291565      0.00021687      0.02544967      0.02101664      0.00701217     -0.03279600     -0.01679782      0.00735539      0.01174075      0.03819755     -0.00383259     -0.00135248      0.16129750      0.15696710      0.23155873     -0.04340427      0.14712525     -0.00252131     -0.02868200      0.00555908      0.00317476     -0.01572590     -0.55743097     -0.71128498      0.17045190     -0.05697426     -0.00886309
     -0.00175760     -0.00040470      0.00248792     -0.02755998     -0.02215570      0.02672286     -0.02775778     -0.01296684      0.00309421     -0.00790056      0.01099041      0.03657859      0.02942541     -0.02332568     -0.02003206     -0.00961730      0.00620089     -0.06818789     -0.05557314     -0.08011539      0.03289762      0.04734636     -0.01031386      0.02458203     -0.01026540      0.10584826      0.00966217     -0.06069766     -0.02305001     -0.05215464      0.03702537     -0.01320562     -0.19035858     -0.14032942     -0.11060322      0.27317695     -0.02546487      0.01710618     -0.09496987     -0.03811713     -0.12313968      0.00758578     -0.04898187      0.06589505      0.00604190      0.00632253      0.01457912      0.01249962     -0.87678581      0.04888768     -0.02875858     -0.08259686      0.01163893      0.00187647
