     -0.05069889      0.08418616     -0.14786162      0.31157348      0.06563314      0.06137812     -0.09100861      0.29814730      0.13488557      0.14207530     -0.08272996     -0.35670285      0.65945871      0.13845148      0.17832052      0.26213934     -0.08164502      0.06602703     -0.07891876      0.09619155     -0.08705578      0.03222750      0.06285526      0.00199471      0.00557891      0.00265687     -0.00214730
      0.04355573      0.03313823      0.00581397     -0.21947084      0.16317255      0.03579916     -0.10168415      0.44970995      0.07684070      0.37039196     -0.12767937      0.41456974     -0.20152551      0.01901637     -0.06438494      0.51698302      0.17367204      0.00044375     -0.10628359     -0.08403811     -0.05014827      0.11488442     -0.01982267     -0.00049224     -0.00040686     -0.00426675     -0.00406455
     -0.01178160      0.01472851      0.14707122      0.19782827      0.37090353      0.02656053     -0.19026389      0.42253112     -0.55411940     -0.12266221      0.09572733     -0.03055752      0.07466605     -0.17879305     -0.29626386     -0.23949516      0.09556693     -0.17647352      0.07547426     -0.02606028     -0.01052432     -0.03979051     -0.04702379     -0.00293867      0.12753384     -0.06368344     -0.01098588
     -0.04278024      0.00384778      0.02647652      0.05728013      0.08411020     -0.02880064     -0.04426629      0.29959156      0.75159873     -0.16133928      0.03083384     -0.07365134     -0.04751676     -0.16339486     -0.34994679     -0.25923694      0.03892205     -0.16486719      0.06748444     -0.05720421      0.15244058      0.07557807      0.07457173      0.00341595     -0.07869505      0.03654085      0.00723703
      0.01051848     -0.01017559     -0.01204734     -0.03144790     -0.22057129      0.05093911      0.07959877     -0.11485175     -0.06886659      0.74822327     -0.25973594     -0.24459163      0.03972882     -0.14382965     -0.27395045     -0.28131673      0.19169703     -0.10589176      0.07023243      0.04216154      0.04894900      0.01873508      0.00652516     -0.00099407      0.04093006     -0.02013364     -0.00378635
     -0.01917284     -0.01297939      0.03753851      0.04791157     -0.33025731      0.08084240     -0.00586682      0.06174775      0.02142288      0.18410412      0.86623986      0.07984622      0.09508646     -0.16112011      0.00602080      0.06988995      0.17509266     -0.01962572     -0.03979873      0.09156992     -0.03146211     -0.00176579      0.01149553     -0.00115868     -0.00767921     -0.00618364     -0.05522002
      0.01803953     -0.00830476      0.04792518      0.13359287     -0.74717283      0.13962245     -0.07395628      0.42499527     -0.10153418     -0.19210654     -0.26139098      0.13766285     -0.04621651     -0.00024310      0.12184620     -0.13649218     -0.02846933      0.01454818      0.01470962     -0.13578179     -0.02243858     -0.01697278     -0.05061407      0.00424539      0.02143015      0.01409534      0.14765491
      0.02182565      0.01277491     -0.07864252     -0.14391489      0.19611257      0.01623626     -0.06899010      0.23939092      0.07170938      0.30265116      0.13914570      0.23861666      0.00043892      0.30035900      0.43214665     -0.54606399     -0.27836027      0.08034262      0.17751303      0.00121635      0.02524065     -0.05149132     -0.00749998     -0.00278791     -0.00992059     -0.00317063     -0.06759079
     -0.43506833      0.29270560      0.04731669     -0.16534686     -0.15126126     -0.63288988     -0.50365815     -0.06259027     -0.02480363      0.03030893     -0.00628826      0.00200991      0.06037694     -0.01363409     -0.02219793      0.00383149     -0.00445859      0.03771295      0.06253689      0.00232793     -0.00119871      0.01969261     -0.02310635      0.00208350      0.02041575      0.04217410     -0.00666305
     -0.50848877      0.37796455     -0.17528092      0.58478472      0.07411150      0.16016696      0.21569196     -0.09430095      0.01561700      0.08682790     -0.01492086      0.22232575     -0.25672098      0.08466014      0.01220411     -0.01046214      0.06793444     -0.01295162      0.00802922     -0.01116428      0.01664387     -0.00361155     -0.02370975      0.00207449      0.02189175      0.04703503     -0.00616514
     -0.43741599      0.33055277      0.12345796     -0.59327078      0.00743252      0.39511229      0.27792760      0.12622565     -0.05586625     -0.12435142      0.00432062     -0.16849161      0.14579180     -0.06669824     -0.00929699     -0.01859044     -0.03323041      0.01468111     -0.04143833      0.00840986      0.03778462     -0.02625217     -0.04435994      0.00222636      0.02222870      0.04447195     -0.00684963
     -0.03661447     -0.01194972      0.80494896      0.14441490      0.01972592      0.20725263     -0.16234522     -0.23012436      0.12651650      0.06827804     -0.07990541      0.27956453      0.24933260      0.17730351     -0.05549891     -0.01849632     -0.00083700      0.02387092     -0.04308151      0.02591827      0.01260304     -0.03957162     -0.00091920      0.00141324      0.00006814      0.00109879      0.00003958
      0.17753321      0.26535775     -0.24250989     -0.03464543      0.02273795      0.53725167     -0.68071200     -0.21601117      0.04654224     -0.02201321     -0.00090219     -0.07066687     -0.12717671     -0.10129909     -0.00077638     -0.01363445     -0.00710352      0.05358514     -0.01864575     -0.00558054      0.02359695     -0.00666680     -0.00116361      0.02632342     -0.00066751     -0.00216370     -0.00111703
      0.55093751      0.75569801      0.14692612      0.02820153     -0.02564826     -0.20091398      0.21804670      0.03762153      0.00114319     -0.00757801      0.02575067     -0.01750500      0.00309989     -0.00548204      0.01240218     -0.01154226      0.00564551     -0.01999755      0.00919457     -0.01024188      0.01500496     -0.04905700      0.03904577      0.08279992     -0.00057004     -0.00486237     -0.00307921
