      0.01242270     -0.00038885      0.02508765     -0.00438971      0.03729137      0.00314627     -0.03596156      0.08204264     -0.06597150     -0.02505844     -0.00549546     -0.10765787     -0.07542814      0.19630275     -0.06478345     -0.08366215      0.28607378      0.11133632     -0.00348325      0.18335880     -0.24481811     -0.16084223     -0.15531420      0.01740213     -0.73726088      0.36269378      0.06747346
      0.00610685     -0.00079856      0.00663318     -0.02587145     -0.01087881     -0.01009269     -0.00362177      0.04704362      0.20493849     -0.02383321     -0.00056308     -0.10243913     -0.13816448      0.14979940     -0.12011220     -0.02759249      0.07679400      0.09849590      0.00600113      0.19424760     -0.57165217     -0.40912152     -0.35449735     -0.01344021      0.41409809     -0.20140350     -0.03999643
     -0.01980480      0.00602621      0.00389591      0.05063227     -0.00099544      0.00613634      0.02824451     -0.05327718      0.00759085      0.14835468      0.00945922      0.10794221      0.06070833     -0.40569759     -0.08658167      0.12681493     -0.65077189     -0.23119052      0.05062231     -0.21187844     -0.27391930     -0.24272870     -0.18226785      0.00645773     -0.24828166      0.11759376      0.02372913
      0.01674569      0.00952638     -0.04286595     -0.02496285     -0.06166301      0.03120237     -0.00896361     -0.00614189     -0.07372432      0.06474594      0.21667755     -0.17590700     -0.06288323      0.60553688     -0.44173393      0.09613429     -0.24851972      0.05528793      0.06249513     -0.40340140      0.08808841      0.04750419     -0.03152145      0.00679859      0.03833955      0.02723448      0.29159865
      0.00767278      0.00587756     -0.00481680      0.01415808     -0.17087918      0.03732551     -0.01573729      0.07811540     -0.07541643     -0.04400565     -0.03898942     -0.02788059     -0.09523192      0.22806527     -0.24116074      0.08563786     -0.24132142     -0.05145618      0.04397947      0.21772939      0.07729546      0.03786471      0.07695874     -0.02495569     -0.11377866     -0.07174555     -0.82702641
      0.00146655      0.01012034     -0.00712036     -0.02263544     -0.04201268      0.01674564     -0.01201700      0.05998035     -0.04435150      0.01199362     -0.00101829      0.07380671     -0.11256532      0.05666751     -0.14442073      0.08067631     -0.31018470     -0.12917936      0.07325492      0.77177212      0.09878429      0.03043007      0.19621095      0.01157362      0.05467558      0.03471537      0.41871871
     -0.05795290      0.02591408     -0.02487723     -0.02456916     -0.00613962     -0.05470454     -0.04662808      0.00983377     -0.01217032      0.02661912      0.00712449     -0.03080346     -0.05990987      0.12592952      0.04790763     -0.12907264     -0.02661664     -0.32262155     -0.71774757     -0.01976311      0.03704641     -0.18098876      0.10266140     -0.02325705     -0.22668660     -0.47572320      0.07702824
     -0.00845757      0.01797870      0.01241267      0.02861102     -0.00062539      0.01049711      0.00983852      0.00554262      0.02301599     -0.00221174     -0.00175313     -0.02616599      0.03831976     -0.02808564      0.05771883      0.14345351      0.03770677      0.03245533      0.37270334      0.08100687      0.36605027     -0.02475914     -0.53217201     -0.02846067     -0.26981206     -0.56952452      0.08532231
     -0.06102693      0.04443976      0.00799544     -0.01886703     -0.00058342      0.03794934      0.03641415     -0.01826542     -0.02046135     -0.02474604     -0.00889422      0.06048148      0.01522661     -0.08014208     -0.10886044     -0.04616438     -0.01153574      0.28277320      0.26712274     -0.07597253     -0.45477149      0.19917652      0.50856588     -0.02256774     -0.23569127     -0.49154905      0.07313275
      0.02142841      0.04073843      0.05581538     -0.00393446     -0.00572589      0.01711287     -0.00181321     -0.05721591      0.00579498     -0.03061426      0.02425985     -0.07015492     -0.04097540      0.07944911      0.09236827     -0.08850676     -0.04803440     -0.32904512     -0.07592532      0.05976155     -0.34605569      0.77020662     -0.35469782      0.03967024      0.00151656     -0.00398807      0.00457042
     -0.01030927      0.01908202      0.01436643     -0.06030526     -0.02706268      0.04786258     -0.04392923     -0.05355636      0.01786239     -0.03947969     -0.00597730     -0.06575799     -0.01368588      0.19555095      0.21070955      0.14889304      0.20657823     -0.67852257      0.40229734     -0.09267839     -0.09877970     -0.19401137      0.23481831     -0.31670849      0.00241736      0.01599486      0.00540555
      0.05781953      0.06950811      0.00267068      0.02205983      0.00731484     -0.01763663      0.01478091      0.01214881     -0.00339299      0.00989422      0.00472952      0.01867901      0.00499135     -0.06778177     -0.06700840     -0.05558044     -0.07018585      0.21297831     -0.13834087      0.03208161      0.02124131      0.09480416     -0.08846999     -0.94196189      0.00086661      0.04834741      0.02392110
     -0.06874968     -0.03940952      0.40302039      0.12591645      0.05336873     -0.00416943     -0.05988220      0.16613767      0.01360539      0.12958033      0.06722121     -0.55261082     -0.52289286     -0.10830952      0.31307136      0.13450096     -0.14621324      0.12784598      0.00372188     -0.04683385      0.04463500      0.01987885      0.10445332     -0.00494567      0.00197564     -0.00044493      0.00210635
