      0.07057415     -0.21174916     -0.10981583      0.17889946     -0.01481315      0.22823775     -0.11951366      0.08025445     -0.06454494     -0.20827424     -0.00453863     -0.12032057      0.05592495      0.21327982      0.07534895     -0.00225769     -0.19452576     -0.02804674      0.02007216     -0.10897760      0.07345783      0.11959677      0.25131478     -0.04166766      0.02502801     -0.02575338      0.20088127     -0.18408383      0.02685738      0.05900912     -0.19176508     -0.02026857     -0.13390056      0.25166784      0.02587599     -0.15458599     -0.09230710      0.05522443     -0.07210364     -0.00797680      0.00365150     -0.09607319      0.05698813     -0.01600043     -0.08203966     -0.28189190     -0.06186956      0.04156142     -0.20890384     -0.11248657      0.31914195      0.13444698     -0.07867931     -0.00376019      0.06747050     -0.20604777     -0.00338808      0.02037808     -0.08541344      0.00213935
      0.16821165      0.08927739      0.07381444      0.21860062      0.03219967     -0.02382879     -0.02703316      0.11786907      0.12140031      0.16324006      0.04346160     -0.21880814     -0.07410228      0.05314792     -0.01929368      0.04207634      0.02472633      0.08940615     -0.04174414     -0.04460034      0.17164672      0.06205983      0.21462197     -0.00736633     -0.04661066     -0.03967969      0.23643219      0.07742380     -0.01691508     -0.06890308      0.10603278     -0.04414581     -0.06121080      0.05238690      0.02684013     -0.07574062      0.23949507      0.05797652      0.04426895     -0.10472134     -0.01702890      0.09121542      0.04184043      0.17177552      0.01102547      0.17504328     -0.02911615      0.01090832      0.13092236      0.01443916      0.30307371     -0.00490934     -0.04324387     -0.11086832      0.03560762      0.53035700      0.01497666     -0.06693434      0.21940013     -0.00778906
      0.02507090      0.11404476      0.04884069      0.00056645     -0.01825848      0.09684244      0.05071541     -0.36648853      0.18625877     -0.33031005      0.05926323     -0.16306508      0.19422722     -0.11493453      0.18677630     -0.31089072     -0.06578875     -0.06236378      0.03325527     -0.03318615      0.08950211      0.13650954     -0.21196448     -0.08816484      0.04825534      0.07636038      0.12425877      0.07251410      0.05324765     -0.05654321      0.02169508      0.05257681     -0.02480662     -0.00504177      0.08361214      0.02213288     -0.04104899      0.01463420      0.05107467     -0.20262635      0.08811608      0.15904345      0.11575594      0.23203932     -0.03192068     -0.12176835      0.04559825      0.09585759      0.15424839      0.05160014     -0.18545763      0.21045979     -0.01399380     -0.21945122      0.13177294      0.00425110      0.00399350     -0.01878622      0.02753318      0.00180866
      0.05878103     -0.16288032     -0.09827884      0.14329886     -0.01457185      0.11203880     -0.12561489      0.12016444      0.04940536     -0.12369629      0.01389751     -0.12099980      0.03843825     -0.08958792      0.11423720     -0.05612782     -0.05861715     -0.06109225     -0.02302753      0.11175428     -0.32584301     -0.09700746     -0.03510516     -0.09394381     -0.07084910      0.07903866     -0.37216803     -0.31290940     -0.00961675      0.17972352      0.11247712      0.09655371      0.26722990      0.14228815     -0.10138048     -0.06519908      0.11691935      0.24485143     -0.26871166     -0.05246345     -0.01484526      0.15505809      0.03116089      0.15646046     -0.06224680      0.23905060     -0.03675643     -0.01248559     -0.05005514      0.03462857     -0.05065255     -0.00175997     -0.02214196     -0.05789650     -0.02688456      0.08770532      0.00540813     -0.02138844      0.06803522     -0.00439077
      0.16238637      0.06180681      0.12116087      0.03270511      0.04887474      0.04122837      0.17841489     -0.01629676      0.07784432      0.14726503     -0.11126965      0.03429714      0.06404944      0.02168239      0.10180146      0.22209445     -0.20615594     -0.19829399      0.15448517     -0.00083537     -0.00662288      0.22230203     -0.03177012      0.13079977      0.23346705      0.03401893      0.07295299     -0.11829917      0.06976813      0.24670049     -0.02209716      0.21700895     -0.00431448     -0.11264089     -0.18926423      0.39902120     -0.17717770      0.08979733     -0.11349192      0.25574890      0.03331944      0.12886001      0.22963189     -0.05071620      0.02678854     -0.07920486     -0.00425629     -0.01538570      0.04969508      0.01466177      0.03774250      0.02661609     -0.05854716      0.10144277      0.01909150      0.15581181      0.00563347     -0.01211676      0.04050120      0.00133525
      0.13146434      0.05349207      0.08412816      0.08655275      0.02516816     -0.17235598      0.11580581      0.07748340      0.07771413     -0.29018879      0.11199486      0.23312578      0.18505477     -0.03260013      0.06391959     -0.06011994      0.13744474      0.27168986     -0.07682880      0.03800163      0.02811348     -0.24578483      0.18684312      0.03661071      0.17092720     -0.18571947      0.13619748      0.00122315      0.08411000      0.24048510     -0.05696471     -0.01054694      0.14610636     -0.02789491     -0.12745140      0.02352389      0.03648059     -0.01186710     -0.02555314      0.14890039      0.01910151      0.05736631     -0.27426537      0.15671409     -0.03592340     -0.06790788     -0.02213205      0.02648722     -0.02792982      0.00242621     -0.04176958     -0.12414304     -0.02447731      0.13444252      0.39558552      0.00511363     -0.00740991     -0.00863058      0.00585149      0.01774953
      0.04990498     -0.24080146     -0.04469328      0.05859222     -0.01489940      0.09590483      0.08455412      0.20441366     -0.04019528     -0.10799170     -0.10772244      0.16384474      0.18977094      0.07446423      0.03424623      0.09730602     -0.12873519     -0.04248777      0.25577739      0.00572006      0.17384392     -0.12054732     -0.24643989     -0.26257275      0.09493926     -0.28015723     -0.06484526      0.15672917     -0.03106779     -0.31900791      0.12761592     -0.01367154     -0.04952097     -0.04001975      0.10265884      0.08730012      0.23164858      0.05063440     -0.14829835      0.29180656     -0.10150180     -0.10276301     -0.07445668      0.02421440      0.01735627     -0.00313356     -0.05140268      0.03587802      0.02781167     -0.00208509     -0.05116323      0.13286952     -0.00336011     -0.18759264     -0.01682879      0.06071470      0.00441265     -0.01192907      0.02941589     -0.00331698
      0.18444672      0.09039889      0.10692834      0.19303560      0.12535864      0.04301977      0.19724010     -0.25604129      0.09723354      0.14653045     -0.13719625      0.07579225      0.10548138      0.09785695     -0.23513383     -0.06553994      0.01899147     -0.08410130      0.13892936      0.10057504      0.07774640     -0.32256893      0.07049151     -0.11413610     -0.11023011      0.08541771     -0.17978771     -0.11601433      0.16985019     -0.03458777     -0.00116537     -0.16282543     -0.18298266      0.11767936      0.01531080     -0.10768152     -0.09756283     -0.17664150     -0.02586801      0.06472922      0.04691369      0.31279167     -0.01401220      0.09029801      0.03266029     -0.03744208     -0.29401531     -0.15700887      0.02743157      0.02372726      0.07463293     -0.01362228     -0.00185802      0.02052367     -0.13252988     -0.10239122     -0.00231896      0.01539074     -0.04524197     -0.00687455
      0.00234039      0.07597463      0.09161387     -0.06059102     -0.10387586     -0.13772114      0.06581191      0.25953750      0.28554245     -0.14808148      0.05549789      0.00999405      0.19168376     -0.24523357      0.25988404      0.12508140      0.07705554     -0.18097126      0.12726583     -0.07574798     -0.01032729      0.07723408      0.10237341      0.04025607     -0.13804252      0.05838235     -0.02517484     -0.09508847      0.06473409     -0.15116427     -0.02197495     -0.18386882     -0.08371322      0.04744243     -0.00556376     -0.14976850     -0.18251092     -0.03920809      0.05886784      0.04944489     -0.04007096      0.00646738      0.02116958     -0.31422574      0.12290143      0.32800748     -0.00624900     -0.16578904      0.11812835      0.03450842      0.12104251      0.13619543     -0.04891341     -0.04857928      0.17188812     -0.12238030      0.00932291     -0.00828744     -0.02066328      0.00004597
      0.35207493     -0.19056866     -0.09441381     -0.12940124     -0.33478453      0.04244786      0.14471296     -0.01497564     -0.00640812      0.10247315      0.18661388     -0.12212065     -0.00439193      0.00342848     -0.05849292     -0.00058397      0.02897211      0.10411112     -0.04322329     -0.06357968     -0.01124422     -0.14978201     -0.23490581      0.19563977      0.00137471      0.09360886      0.16769666     -0.12573902      0.13423199     -0.07270510      0.24871332     -0.02279698      0.05874864      0.05449478      0.10264073      0.01914806     -0.00238455     -0.14446919     -0.09323091      0.00990568      0.01815404      0.17954950     -0.04634295     -0.13978917      0.03303633     -0.00803902      0.21873138      0.10024391     -0.12205505     -0.07555155      0.06395362     -0.00582828     -0.02609529      0.00300408      0.01408207      0.04816990      0.01954821     -0.25185116     -0.30152184      0.01850293
      0.11691598      0.12177312      0.08812503      0.24998586      0.12352601     -0.02162210     -0.06328942      0.11888452      0.16971407      0.15773499      0.04168666     -0.27997308     -0.08199503     -0.10373408      0.08477255     -0.02766864     -0.04214415      0.12972259     -0.02651163      0.09039377      0.03417635      0.03700988     -0.05146935     -0.18745160      0.03810766     -0.10324263     -0.05235482      0.17176481     -0.11776809      0.00989696      0.18525807      0.14792903      0.18284071      0.10619229      0.01786780      0.00531850     -0.06694017      0.19938468      0.22048103      0.04144881     -0.05208308      0.08020655     -0.14642926     -0.25683727      0.00219841     -0.21612452     -0.11360563     -0.06618257      0.03662565     -0.00503518     -0.06014473      0.01397864     -0.00617337      0.01407292     -0.01324923     -0.07615421     -0.02226942      0.19780985     -0.41717725      0.02409698
      0.06596363      0.14027548      0.05360494     -0.04144769     -0.41654496     -0.02111088     -0.08609534     -0.00478184      0.21216714     -0.12133116     -0.27772705     -0.06866972     -0.03478917      0.31096067     -0.15148752      0.11135987      0.26104017     -0.02616889     -0.11770259      0.05914371     -0.12251211      0.15798255     -0.01990741     -0.17902854      0.11268777     -0.12676297     -0.05604237     -0.00766184      0.00186234      0.02092736     -0.03461285      0.02625489     -0.02596311     -0.00874743     -0.06792610     -0.01770084     -0.00822813      0.14161028      0.11241648      0.00401683     -0.02825174     -0.09365890     -0.00630592      0.03414798     -0.01767074     -0.04406448     -0.16722198     -0.07757734      0.08585387      0.03950861     -0.05658441      0.00190916      0.01042234      0.00656054     -0.02961562     -0.06780091      0.03484023     -0.46525142     -0.03653619      0.00501226
     -0.04763668     -0.08808204      0.08829755      0.07950985     -0.04912635      0.21623006      0.12979174      0.02081495     -0.09514763     -0.01584046     -0.22426705     -0.06301682      0.11887899     -0.37227380     -0.27682298      0.04960288      0.10406856      0.26787053      0.09560321     -0.10008346     -0.11517157      0.23260588     -0.00168361     -0.02967044     -0.28359863     -0.10745836      0.06134258      0.05131685      0.14636859      0.10640108     -0.05127204      0.07786940     -0.04373233     -0.04909097      0.10708437      0.01763119      0.02812037      0.02287117     -0.02218902      0.06650765      0.12510373      0.03482355     -0.04256693     -0.02024741     -0.28024625      0.00387171      0.11805228     -0.17902745     -0.02366098      0.13339703      0.03990000      0.04382886      0.10264569      0.01904153      0.01412448     -0.00708460     -0.00000750     -0.00096630      0.01844589      0.32389382
