  184.851146 cm^{-1} ... 1 
  105.040161 cm^{-1} ... 1 
   76.828360 cm^{-1} ... 1 
   53.237468 cm^{-1} ... 1 
   11.041712 cm^{-1} ... 1 
   66.934016 cm^{-1} ... 0 
   71.675818 cm^{-1} ... 0 
   91.717791 cm^{-1} ... 0 
  117.049133 cm^{-1} ... 0 
  181.615386 cm^{-1} ... 0 
  189.508306 cm^{-1} ... 0 
  210.588201 cm^{-1} ... 0 
  248.084175 cm^{-1} ... 0 
  256.599620 cm^{-1} ... 0 
  316.309402 cm^{-1} ... 0 
  332.732048 cm^{-1} ... 0 
  342.166951 cm^{-1} ... 0 
  352.570802 cm^{-1} ... 0 
  383.296213 cm^{-1} ... 0 
  391.354986 cm^{-1} ... 0 
  399.805986 cm^{-1} ... 0 
  420.752133 cm^{-1} ... 0 
  452.856337 cm^{-1} ... 0 
  465.721035 cm^{-1} ... 0 
  477.882025 cm^{-1} ... 0 
  482.022259 cm^{-1} ... 0 
  488.881040 cm^{-1} ... 0 
  518.309761 cm^{-1} ... 0 
  524.120303 cm^{-1} ... 0 
  530.984181 cm^{-1} ... 0 
  587.128521 cm^{-1} ... 0 
  611.154082 cm^{-1} ... 0 
  618.653683 cm^{-1} ... 0 
 1983.041182 cm^{-1} ... 0 
 1989.569281 cm^{-1} ... 0 
 2002.437056 cm^{-1} ... 0 
 2021.294597 cm^{-1} ... 0 
 2026.009418 cm^{-1} ... 0 
 2117.599378 cm^{-1} ... 0 
