      0.27407452     -0.21373625      0.14901155      0.12471863     -0.03034995     -0.02320241     -0.05533702      0.04779526     -0.09636764      0.08519418     -0.00926052     -0.04542533      0.06893605      0.00429842      0.08124849      0.10772914      0.26823885      0.51772099      0.02044021      0.10270346      0.09493178      0.07539544     -0.03733987      0.02230177      0.02908079     -0.00889548     -0.01704590     -0.00968878      0.00688555      0.04333114      0.05431004      0.00891373     -0.01763247      0.21642103     -0.52195823      0.03839402      0.22151239      0.03120104     -0.21921260
      0.01864401      0.01752180     -0.02570082      0.00421618      0.04286511      0.04204944      0.03093041      0.01473864      0.00300997      0.03910631     -0.09089954      0.14862917     -0.11746823     -0.63300917     -0.14343230      0.11127183     -0.43070394      0.19294657     -0.03686840     -0.04876097      0.00478116      0.31525013      0.01398215      0.29607321     -0.01109196     -0.02844554      0.01133826      0.01820598     -0.17659884      0.21532609      0.00328028     -0.11539468     -0.09237880      0.00075510     -0.00190849     -0.00099820      0.00053102      0.00000174      0.00008630
     -0.75223746     -0.28815647      0.12258175      0.05607740     -0.13562037      0.08198194     -0.33356635      0.06864814     -0.12355886      0.12959787     -0.00025455      0.01010523     -0.11020390     -0.05923909      0.19122847      0.11771764      0.06495468      0.07823616      0.03338397     -0.07149980      0.08782731     -0.06679386      0.17015542      0.05484340     -0.02181797     -0.01375442     -0.04480501      0.09856301      0.07972976      0.06439864     -0.06013852      0.03584427     -0.07133281      0.00216890     -0.00259100      0.00032142      0.00050405      0.00044290     -0.00074246
     -0.24286392     -0.23216770      0.24347315      0.27639403      0.29470488      0.02667379      0.60250244     -0.37465180      0.03008354     -0.10534610      0.02767510      0.04809689     -0.02121386      0.13628314     -0.05569441      0.03918128     -0.12727319      0.16185708     -0.01729616     -0.09502813     -0.05801168     -0.03024722     -0.00337177     -0.05122103      0.08876190      0.07170363      0.13586167     -0.04717579      0.05922465      0.01499456     -0.13739562     -0.05847473      0.05812176     -0.00045547      0.00072067      0.00221849      0.00116459      0.00183442      0.00139159
      0.01109401     -0.01533685     -0.09169181      0.15767847      0.09651271      0.18692699     -0.01288169      0.16393272      0.05798874      0.04098583      0.06337617     -0.02410983     -0.00976187      0.05222991      0.00148273     -0.11431572      0.10329092     -0.07968637     -0.35081997     -0.15358252      0.15863914      0.40653746      0.10484911     -0.08986491     -0.09623656      0.17772361      0.01020073     -0.03718985      0.16749160      0.07237073     -0.04555031     -0.01915284      0.13078213     -0.02454675     -0.00802445      0.43790676      0.15826547      0.33366343      0.26902222
      0.04336885      0.02680583      0.09676041     -0.21341884     -0.12371643     -0.02122405     -0.11774064     -0.04507622     -0.03707369      0.02445202     -0.35950653      0.66029987     -0.02074837      0.30403549     -0.08979381      0.07371305     -0.05366765      0.12691378     -0.27464680     -0.24848007      0.03524651     -0.00396436     -0.06537111     -0.06264289      0.02756032      0.05666591      0.16680875      0.00532583     -0.08490903     -0.08080594     -0.05507582      0.07757356     -0.13045271      0.00085143      0.00008199      0.00273550      0.00067731      0.00209434      0.00057167
      0.02654605      0.05386600      0.33344793     -0.30939306     -0.08785026      0.48177910     -0.02039259     -0.09615229      0.11227393     -0.05647853      0.06416426     -0.06553759     -0.30343958      0.04678374     -0.29213238     -0.32309915      0.06522998      0.17084644      0.05638008      0.16921988     -0.03547048      0.02627775      0.28054999     -0.07594488     -0.08223851     -0.06076481     -0.11682865      0.05036952     -0.16682119     -0.06943779     -0.13576247     -0.02511955      0.04146575      0.00437123      0.00234995      0.00006607      0.00102849     -0.00091004      0.00177193
      0.01489217      0.02096178      0.19334082     -0.20942842     -0.08400437      0.44260219     -0.04897413     -0.19287508      0.09711955     -0.12035077      0.05536924     -0.10044966      0.60062496     -0.15338505      0.07574590      0.24225671     -0.00693958     -0.04905988     -0.17581486     -0.17190631      0.02333306     -0.10563843     -0.10546265      0.07946304     -0.03611925     -0.06592821     -0.07357440     -0.14403832      0.17316569     -0.06813001      0.04098180     -0.14187261     -0.09717434     -0.00413823     -0.00135043     -0.00073249     -0.00050158      0.00084233     -0.00115685
     -0.01379168      0.05844463      0.17950042     -0.09582267      0.06393931     -0.06173879      0.08833977      0.24054179      0.04899531     -0.02526964      0.03140792     -0.04584822     -0.08029164      0.00027463     -0.07315598     -0.06685582      0.02604683      0.01737790      0.27143606     -0.40910612      0.36042753     -0.01675798     -0.14691887      0.00126038      0.00476712     -0.16781585      0.00546774     -0.08104868      0.03357254     -0.00225210      0.04202354     -0.04032266      0.02470981     -0.57040731     -0.16138529      0.02763980     -0.07689299      0.13827354     -0.21933095
      0.12809761     -0.21956671      0.11360622      0.07393289     -0.02308736     -0.03379260     -0.10050323      0.03290951     -0.06577674     -0.03616118     -0.00465199     -0.00349337      0.03224355     -0.04911251     -0.05798651     -0.09010949      0.06902719     -0.11140214      0.15859498     -0.37100546     -0.49016904      0.08442323      0.18043373      0.05365713     -0.08061640      0.02191506      0.07215010     -0.04417304      0.00972524     -0.05762979      0.10222925      0.03309490      0.01638253      0.03696383     -0.31500110      0.04454509     -0.46769550     -0.05694399      0.25850111
      0.00310426      0.11671797      0.04271690      0.17070761     -0.23376806      0.08985510      0.09962957      0.10186928     -0.51478886     -0.63145815      0.03316371      0.10841707     -0.08802416     -0.15498671      0.02366345      0.00269030      0.20205002     -0.10495383     -0.06717507      0.00272284      0.04802963     -0.06378329      0.00739626     -0.14305651      0.11812347      0.03904028     -0.01137932     -0.04201250     -0.11246597      0.18571947     -0.00797117     -0.10770596     -0.06327219     -0.00039970      0.00033514     -0.00116613      0.00125721      0.00017831     -0.00137851
     -0.05943052      0.34777965      0.06614086      0.23184583     -0.33637994      0.12527628      0.23555292      0.01397578     -0.36972838      0.48170322     -0.20138231     -0.11952163      0.17965948      0.04884961     -0.17907397     -0.18068641     -0.04599750      0.02881798      0.07374278     -0.07866464     -0.09381162      0.01971236     -0.10804673      0.01683981      0.00001972      0.01376826     -0.11134330      0.15246386      0.13974467      0.05952292     -0.08209536      0.05311401     -0.07561044      0.00109963     -0.00106762      0.00030142     -0.00205898      0.00013318      0.00078123
     -0.02661251      0.26280578      0.23184599      0.40667078     -0.35474490     -0.12912614     -0.06276539     -0.09855703      0.52003707     -0.01934061      0.16444838      0.22965877     -0.02175269     -0.16010350      0.03083101     -0.07500469      0.27596539     -0.06293257      0.00936741      0.03622627     -0.00120759     -0.02983951     -0.05075176      0.19976590      0.00843968      0.00147349      0.15970952     -0.00788414      0.00024386     -0.02632608     -0.12883448     -0.04700969      0.03999852     -0.00056591      0.00062441     -0.00136887      0.00050602      0.00064722      0.00066178
      0.00059102      0.00479960     -0.04689085      0.09437214      0.07419550      0.12189490     -0.01562936      0.11532189      0.04972684      0.00070179     -0.03597827      0.02871770      0.00180520      0.07319160      0.01146892     -0.03072369     -0.00192385     -0.01380279     -0.06990289     -0.01480558     -0.06880358      0.02516301      0.08298880      0.17354646      0.59030760     -0.25331186     -0.15601627     -0.06218298     -0.01454016     -0.07530208      0.00063874      0.09275297      0.01743964      0.04877594      0.10041947      0.48814260     -0.13620467     -0.31050317     -0.27372773
      0.01119087     -0.16608395     -0.13543831     -0.23759746     -0.13175587     -0.00161015      0.21144696      0.01395871     -0.19510394      0.25252590      0.67059833      0.38187876      0.10211322     -0.05436293      0.05295093     -0.13306663      0.04151094     -0.04374751      0.10222003      0.04788662      0.03908785      0.07167706      0.01787218      0.05338741      0.06816723      0.06622082      0.00053040     -0.19640115     -0.00714041     -0.04257371     -0.08306582      0.07999166     -0.12227958      0.00147721      0.00118551      0.00446860     -0.00133633     -0.00219480     -0.00148473
