      0.00426386     -0.00096304     -0.05601364     -0.13659486     -0.18343769      0.60236652     -0.00821903     -0.26199515      0.40845303     -0.28767609      0.25005870     -0.30833525      0.05224998      0.21794193     -0.23571433
     -0.00849677      0.02564113     -0.15356891     -0.29245691     -0.80697234     -0.12705128      0.05721447     -0.04876410      0.11140704      0.32586806      0.05597493      0.12626966     -0.24190679     -0.09756234      0.10696736
      0.03140198     -0.00428711      0.00621671     -0.31458070     -0.02743763     -0.40484178      0.03240388      0.12970411     -0.35151308      0.05736076      0.28563571     -0.45401040      0.07900905      0.36898742     -0.40064195
      0.68325736     -0.14541432      0.49044862      0.09106717     -0.18121436      0.06543571      0.00285460      0.42128643      0.10292978     -0.08545171      0.00113711     -0.03970316     -0.06126205     -0.11970447     -0.10494629
      0.23224970      0.12297437     -0.34546700     -0.08215542      0.15730514     -0.00215095     -0.49626981     -0.00118846      0.20988185      0.38074131     -0.17627758     -0.18844939      0.15895411     -0.37805397     -0.33168245
     -0.07536667     -0.02740472     -0.04909517     -0.00772961      0.03972762      0.00819243      0.64888443     -0.02438515      0.05925090      0.01153147     -0.50576079     -0.38260295     -0.20640152     -0.26160974     -0.22570745
      0.07455865     -0.80156858     -0.30031175     -0.34065066      0.21856781     -0.05350765      0.04214206      0.07337260      0.14123708     -0.08288695      0.05025345      0.20671181     -0.12479697     -0.00074895     -0.01600531
      0.48796499      0.17824563     -0.57919169      0.35041994      0.01980858     -0.06161500      0.32420739     -0.11250824     -0.12356988     -0.10943906      0.32603532      0.10959977     -0.06413632     -0.00582801     -0.01411355
      0.23608719      0.43212283      0.10845523     -0.65455614      0.30509954      0.15612043      0.10684331     -0.10569994     -0.10756721     -0.03615432     -0.03524525      0.32242393     -0.24178977     -0.00354591     -0.02696300
      0.35672926     -0.24526895      0.22876091      0.02058713     -0.01256472     -0.05687910     -0.00217651     -0.74645636     -0.16441602      0.23687524     -0.19432100     -0.08119577      0.16952956      0.15275965      0.14023322
      0.17770673      0.08309923     -0.24517401     -0.00033523      0.03248354     -0.00695931     -0.26277380      0.16400604      0.06352256     -0.08637322     -0.37707426     -0.32183044     -0.38246696      0.46643960      0.42807781
      0.06330473      0.07597462     -0.03434584     -0.10770075      0.13903562      0.07289401      0.37468609      0.26691378      0.34240272      0.46751383      0.04110722      0.00994410      0.49565544      0.29027088      0.27135810
      0.00598950     -0.13944515     -0.13270604     -0.12657118     -0.07355215      0.54244881     -0.00455561      0.18307298     -0.62348764      0.12103967      0.05718419     -0.22583739      0.13758949     -0.24513620      0.27750366
      0.08414537      0.04818277     -0.20353914     -0.14661552     -0.29412432     -0.05625859     -0.01969828      0.07588055     -0.12778636     -0.44690416     -0.47749352      0.23836741      0.54843006      0.11584175     -0.12956489
      0.05565626      0.08178838      0.02948752     -0.25480734      0.03896924     -0.34017068      0.01053315     -0.10125908      0.19716962     -0.37241871      0.20714350     -0.35014037      0.20575612     -0.42710750      0.47852173
