  152.111443 cm^{-1} ... 1 
  130.000947 cm^{-1} ... 1 
   70.128250 cm^{-1} ... 1 
   75.128989 cm^{-1} ... 0 
  122.337842 cm^{-1} ... 0 
  166.693083 cm^{-1} ... 0 
  238.144796 cm^{-1} ... 0 
  248.720273 cm^{-1} ... 0 
  275.004942 cm^{-1} ... 0 
  403.480836 cm^{-1} ... 0 
  463.069778 cm^{-1} ... 0 
  492.076496 cm^{-1} ... 0 
  554.977820 cm^{-1} ... 0 
  562.524970 cm^{-1} ... 0 
  568.888758 cm^{-1} ... 0 
  633.190855 cm^{-1} ... 0 
  653.688474 cm^{-1} ... 0 
  687.641515 cm^{-1} ... 0 
 1805.951190 cm^{-1} ... 0 
 1875.775839 cm^{-1} ... 0 
 1972.891646 cm^{-1} ... 0 
