      0.07561339     -0.05568063      0.71093045     -0.06072278     -0.48176245      0.24901588      0.23848371      0.02498329     -0.03360168     -0.27806082     -0.00270068     -0.05687233      0.01420946     -0.05765527      0.01912441     -0.07721260     -0.19378871     -0.03703023     -0.00107742     -0.00101729      0.00077268
      0.00374788      0.00606201      0.08308880     -0.16099425      0.21955502     -0.01697305      0.14354974      0.03810209     -0.05118140      0.00393047      0.00337601      0.04812737     -0.33825350     -0.36366981      0.41348526      0.19554820      0.05095480     -0.26693762      0.56160645      0.07752850     -0.20116664
      0.03139029     -0.00320458      0.33356132     -0.07423825      0.16645716     -0.11256342     -0.76770535     -0.17591292      0.18303822     -0.27321618      0.10677978      0.21924867     -0.09176394     -0.07332565     -0.03372027     -0.05996689      0.03196268      0.16642093      0.07811171      0.01002462     -0.02151144
     -0.18429083     -0.00243768      0.12209638      0.34009808      0.16488637     -0.02807547      0.01207704      0.34211974      0.02736342     -0.05996044      0.27391754     -0.08445780      0.25748573     -0.37646267     -0.17244633     -0.08292342      0.15251142     -0.11924529     -0.17669448      0.44349164     -0.30620129
     -0.87931179      0.06937837      0.04623688     -0.21598368     -0.17359281      0.02087460     -0.06608916     -0.09968606      0.01929850      0.28542441      0.02418035      0.06777962     -0.06073644     -0.05671330      0.02621699     -0.11388116     -0.14040333      0.03216283     -0.00220192      0.00092650      0.00149009
      0.11192717     -0.00319674     -0.04580114     -0.09201245     -0.04024893     -0.04039804      0.14416033     -0.73561325      0.01417268      0.06511265     -0.20798327      0.09791344      0.25137624     -0.40229074     -0.19823145      0.14289492     -0.02742698      0.01185840     -0.08248132      0.20575126     -0.14028643
     -0.01378137     -0.27174234     -0.03596363      0.01903909      0.07269466      0.31346544     -0.17723995     -0.13601683     -0.70441511      0.04406497      0.38054384     -0.05084341      0.09405081      0.03558036      0.06343540      0.21843074     -0.11416676      0.10048451      0.03962935      0.12406629      0.15286573
     -0.05805820     -0.78335097     -0.07754507     -0.02835881      0.03927594      0.17523571     -0.01044162      0.00313142      0.39428538      0.01766439     -0.12406518     -0.22283787      0.10438289     -0.07375160      0.23868990     -0.07041562      0.06311057      0.17421472      0.01992434      0.06385716      0.07685988
     -0.03450759     -0.39075562     -0.01644190     -0.00197182     -0.03606931     -0.11262848     -0.01955038      0.00499191     -0.17796545     -0.02046791     -0.01979084     -0.09383114     -0.43878327     -0.05872221     -0.48105855      0.04477351     -0.00689033     -0.12382556     -0.11760730     -0.36433193     -0.44588633
     -0.16053208      0.06595722      0.15550658      0.63143998      0.36254179      0.21133815      0.16776897     -0.32357682      0.15849592     -0.04796081     -0.03540181     -0.03095087     -0.28855856      0.24456878      0.04010936      0.05084211     -0.24209664      0.04582499     -0.00484995      0.01758591     -0.00905793
      0.03069668      0.05012404      0.28026675     -0.47027470      0.62803608      0.07257908      0.23272203      0.06986777     -0.06327532      0.09424866     -0.05879968     -0.16080245      0.10223826      0.09778128     -0.25336158     -0.22178775     -0.07919827      0.23534182      0.02545905      0.00499591     -0.01307901
     -0.08080240     -0.20483072      0.18629155      0.13913561      0.01408844     -0.76333744      0.20502610      0.02042022     -0.21209561     -0.05238814     -0.02244748      0.12956875      0.12275191      0.09704183      0.21691555      0.09538272     -0.11990387      0.33339728      0.00490396      0.00235849     -0.03000332
     -0.04877063     -0.06314950      0.02544383      0.15722071      0.09523753      0.13977783     -0.07154910     -0.05396942     -0.38044224     -0.05831192     -0.43744535      0.24910909      0.17233742      0.03044906      0.25760861     -0.53473341      0.24627626     -0.15841799     -0.04714565     -0.15017755     -0.19137361
